,Date,Time,Location,Operator,FlightNr,Route,AC Type,Registration,SerialNr,Aboard,Aboard Passangers,Aboard Crew,Fatalities,Fatalities Passangers,Fatalities Crew,Ground,Summary,CrashLong,CrashLat,StartEnd,latStart,longStart,latEnd,longEnd
1446,1954-04-04,,"Hanoi, Vietnam",Autrex,, ,Douglas C-54A,F-BFGQ,10341,4,0,4,4,0.0,4.0,0,The cargo plane crashed into the Red River while on final approach.,105.8341598,21.0277644, ,,,,
1447,1954-04-08,20:04:00,"Off Stromboli, Italy","South African Airways, leased from British Overseas Airways",201,Rome - Cairo,de Havilland DH106 Comet 1,G-ALYY,6011,21,14,7,21,14.0,7.0,0,"The aircraft broke up in-flight and crashed into the sea en route from Rome to Cairo. Metal fatigue due to a design flaw led to the breakup of the aircraft.  This is the second accident with the same cause. The aircraft was nicknamed ""Yoke Yoke.""",15.214917,38.7925148,Rome-Cairo,41.9027835,12.4963655,30.0444196,31.2357116
1448,1954-04-08,10:03:00,"Moose Jaw, SK, Canada",Trans Canada Air Lines / RCAF,,Montreal - Vancouver,Canadair C-4-1Argonaut / Harvard Mark II,CF-TFW/RCAF3309,150,36,31,5,36,31.0,5.0,1,"Midair collision between a Canadair C-4-1 and a RCAF Harvard Mark II at 6,000 feet.  Thirty-five killed on the Canadair, one on the Harvard. Failure on the part of the pilots of both aircraft to maintain a proper lookout. The onus of responsibility for keeping out of the way being with the Harvard aircraft as it had the other on its own right side.",-105.5348562,50.3915811,Montreal-Vancouver,45.5018869,-73.56739189999999,49.2827291,-123.1207375
1449,1954-04-13,,"Xieng Kouang, Laos",Societe Indochinoise de Raviteillement,, ,Lockheed 18 Lodestar,F-OALK,2603,23,20,3,16,13.0,3.0,0,Stalled and crashed and burned during takeoff.,103.372299,19.327, ,,,,
1450,1954-04-13,13:10:00,"Batuco, Chile",LAN,,Santiago - Iquique,Douglas DC-3,956,4470,14,9,5,14,9.0,5.0,0,Shortly after taking off and climbing the plane crashed near Lake Batuco.,-70.8104688,-33.2296937,Santiago-Iquique,-33.4488897,-70.6692655,-20.2307033,-70.1356692
1451,1954-04-23,21:25:00,"Sierra del Vilgo, Argentina",Aerolineas Argentinas,,Mendoza - Cordoba,Douglas DC-3,LV-ACX,12387,25,21,4,25,21.0,4.0,0,Crashed into a mountain during an approach. Deviation from prescribed course for unknown reasons. Crew fatigue may have played a part. The captain acted contrary to company policy regarding a required IFR approach.,-67.46,-29.9422222,Mendoza-Cordoba,-32.8894587,-68.8458386,37.8881751,-4.7793835
1452,1954-04-30,09:18:00,"Near Calcutta, India",Darbhanga Aviation,, ,Douglas C-47A-30-DK,VT-DEM,13792,11,8,3,5,3.0,2.0,0,"The aircraft tried to return to the airport after the No. 1 engine failed on takeoff but was unable to maintain airspeed, stalled and crashed into a tree. Delay in feathering the No. 1 engine after failure. Improper emergency procedural errors by the pilot.",88.36389500000001,22.572646, ,,,,
1453,1954-05-22,09:23:00,"Paraparaumu, New Zealand",New Zealand National Airways,,Churchchrist - Paraparaumu,Douglas DC-3,ZK-AQT,15948/32696,28,26,2,3,3.0,0.0,0,Crashed onto a roadway from a height of 500 ft. and into a clump of trees.The crew used the wrong fuel selection configueration and the engines failed due to fuel starvation.,175.007312,-40.915496,Churchchrist-Paraparaumu,,,-40.915496,175.007312
1454,1954-05-31,,"Cipo Mountain, Brazil",Transportes Aereos Nacionales,,Governador Valadares - Belo Horizonte,Douglas DC-3,PP-ANO,19830,19,16,3,19,16.0,3.0,0,The aircraft deviated from its normal course by 30 miles and struck the slope of Mt CipÃ³a. Navigational error. The minimum safety height for the route was not complied with.,-38.5145545,-11.0997168,Governador Valadares-Belo Horizonte,-18.8558333,-41.95718979999999,-19.919052,-43.9386685
1455,1954-06-03,,"Near Maribor, Slovenia",Sabena,,"Blackbushe, UK - Beogard, Serbia",Douglas C-47A,OO-CBY,11982,4,0,4,1,0.0,1.0,0,The cargo plane ran off the end of the runway and crashed after being attacked by a fighter jet.,15.6458812,46.5546503,"Blackbushe, UK-Beogard, Serbia",51.322724,-0.839332,44.8125449,20.46123
1456,1954-06-04,11:00:00,"Sao Paulo, Brazil",Varig,,Sao Paulo - Porto Alegre,Curtiss C-46A,PP-VBZ,30400,3,0,3,3,0.0,3.0,0,The cargo plane crashed on takeoff. Elevator lock was not removed prior to takeoff.,-46.6395571,-23.5557714,Sao Paulo-Porto Alegre,-23.5557714,-46.6395571,-30.0368176,-51.2089887
1457,1954-06-08,,"Da Nang, Vietnam",Soc. de Tr. AÃ©riens d'ExtrÃªme Orient,,Tourane - Saigon,Douglas C-47-DL,F-BCCL,4464,4,2,2,4,2.0,2.0,0,Crashed en route under unknown circumstances..,108.0717219,16.0544563,Tourane-Saigon,16.0544563,108.0717219,10.8230989,106.6296638
1458,1954-06-19,23:00:00,"Off Folkestone, England",Swissair,,Geneva - London,Convair CV-240-4,HB-IRW,61,9,5,4,3,3.0,0.0,0,The plane ditched into the Atlantic Ocean after running out of fuel. Three non-swimming passengers drowned due to lack of lifesaving equipment aboard. Negligence of the crew in not monitoring the fuel situation as the flight progressed.,1.169456,51.081397,Geneva-London,46.2043907,6.1431577,51.5072178,-0.1275862
1459,1954-07-02,12:00:00,"Near Salvador, Brazil",Military - Brazilian Air Force,, ,Lockheed C-28,C-28-2901,0,24,20,4,24,20.0,4.0,0,The aircraft crashed while attempting to take off. Engine failure at a critical stage in takeoff.,-38.501648,-12.9777334, ,,,,
1460,1954-07-23,08:45:00,"Off Hainan Island, China",Cathay Pacific Airways,,Singapore - Hong Kong - Bangkok,Douglas DC-4,VR-HEU,10310,18,12,6,10,8.0,2.0,0,Ditched into the sea after being shot down by Chinese Lachovlin  La-7 military fighter aircraft. The survivors were rescued by the U.S. Air Force.,110.34863,20.0199699,Singapore-Bangkok,1.352083,103.819836,13.7563309,100.5017651
1461,1954-08-08,15:40:00,"Near McGrath, Alaska",Alaska Airlines,,McGrath - Colorado Creek,Douglas DC-2,N91008,13977/25422,2,0,2,2,0.0,2.0,0,"The cargo plane flew into a mountain, 35 miles northeast of McGrath.",-155.5988928,62.95598949999999,McGrath-Colorado Creek,,,30.2050704,-97.6330947
1462,1954-08-09,02:40:00,"Terceira Island, Azores, Portugal",AVIANCA,,"Lajes, Azores - Bermuda",Lockheed 749A-79 Constellation,HK-163,2664,30,21,9,30,21.0,9.0,0,"Crashed into mountains after poor weather diverted the flight from Santa Maria. Flew opposite to prescribed course after takeoff. Crew error. The failure of the pilot to carry out the normal climb out procedure following takeoff on a flight to Bermuda and his having made a turn to the left instead of to the right, thus flying into the mountains instead of turning out to sea.",-27.2205771,38.7216415,"Lajes, Azores-Bermuda",38.7625129,-27.1058848,32.3078,-64.7505
1463,1954-08-12,,Vietnam,Autrex,,Saigon - Hanoi,Douglas DC-3,F-BSGS,0,3,0,3,3,0.0,3.0,0,The cargo plane crashed en route.,108.277199,14.058324,Saigon-Hanoi,10.8230989,106.6296638,21.0277644,105.8341598
1464,1954-08-16,,"Near Pakse, Laos",Air Vietnam (South Vietnam),,Red River delta - Saigon,Bristol 170 Freighter 21E,F-VNAI,12809,55,51,4,47,46.0,1.0,0,Crashed into the Mekong River while making an emergency landing after encountering engine failure. The aircraft was being used to evacuate families.,105.8159045,15.1171823,Red River delta-Saigon,20.9033868,105.9699878,10.8230989,106.6296638
1465,1954-08-22,17:03:00,"Near Mason City, Iowa",Braniff Airlines,152,Memphis - Minneapolis,Douglas DC-3,N61451,4630,19,16,3,12,10.0,2.0,0,"The aircraft crashed 16 miles south of Mason City, Iowa due to a loss of control after penetrating an area of thunderstorms during a go-around. The flight, while endeavouring to traverse a thunderstorm area, encountered very heavy rain, divergent winds, and strong downdrafts that forced the aircraft to the ground.",-93.20103669999999,43.1535728,Memphis-Minneapolis,35.1495343,-90.0489801,44.977753,-93.2650108
1466,1954-08-23,11:35:00,"Off IJuuiden, North Sea",KLM Royal Dutch Airlines,,Shannon - Amsterdam,Douglas DC-6B,PH-DFO,43556/257,21,12,9,21,12.0,9.0,0,Crashed into the North Sea in rain showers and heavy seas. Cause not determined.,4.606013799999999,52.4569544,Shannon-Amsterdam,52.7124708,-8.873067599999999,52.3675734,4.9041389
1467,1954-08-26,10:50:00,"Sakhalin Oblast, Russia",Aeroflot,971,Khabarovsk - Yuzhno-Sakhalinsk,Lisunov LI-2,CCCP-L4679,6803,27,22,5,26,21.0,5.0,1,The plane crashed in the mountains. Crew did not properly use the navigation equipment.,143.3738129,49.9807847,Khabarovsk-Yuzhno-Sakhalinsk,48.4814433,135.0720667,46.9640949,142.7284716
1468,1954-08-27,22:11:00,"Near Rapid City, South Dekota",Military - U.S. Air Force,,Training,Convair RB-36H,51-13722,0,27,23,4,26,23.0,3.0,0,Crashed while making practice approaches to Ellsworth Air Force Base during its sixth attempt. The plane slammed into to ground with landing gear retracted and flaps set at 20 degrees.,-103.2310149,44.0805434, ,,,,
1469,1954-09-05,02:39:00,"Foynes, Ireland",KLM Royal Dutch Airlines,633,Amsterdam - Shannon - New York,Lockheed 1049C-55-81 S Constellation,PH-LKY,4509,56,46,10,28,25.0,3.0,0,"Less than a minute after takeoff, the aircraft crashed into a mudbank of the Shannon River. Although the crash site was only about 2,500 metres from the airport, no one was aware of the disaster. Rescue operations were only started after the plane's navigator, after having crossed the river, managed to reach the airport. The aircraft was partially submerged, and at least one of the fuel tanks had ruptured during the crash. The fuel fumes rendered many passengers and crew unconscious, who then drowned in the rising tide. Failure of the captain to interpret his instrument indications properly during flap retraction after the gear was re-extended.",-9.1051123,52.6105253,Amsterdam-New York,52.3675734,4.9041389,40.7127753,-74.0059728
1470,1954-09-12,20:08:00,"Off Rio de Janeiro, Brazil",Cruzeiro,,Sao Paulo - Rio de Janeiro,Douglas DC-3,PP-CDJ,19278,26,22,4,6,6.0,0.0,0,The plane was attemping to return to the Rio de Janeiro after severe vibrations in the No. 1 engine made the crew feather the prop.  While on final the aircraft came in too high and a go-around was attempted during which the plane crashed into the Guanabara Bay. Lack of reference to instruments after opening the throttle to go-around in restricted visibility.  Power may have been inadvertently reduced on the good engine.,-43.1728965,-22.9068467,Sao Paulo-Rio de Janeiro,-23.5557714,-46.6395571,-22.9068467,-43.1728965
1471,1954-09-15,,"Cairo, Egypt",Misrair,,Test,Vickers 634 Viking,SU-AFO,212,4,0,4,3,0.0,3.0,0,Stalled and crashed during a test flight.,31.2357116,30.0444196, ,,,,
1472,1954-09-27,00:57:00," Novosibirsk, Russia",Aeroflot,10,Krasnoyarsk - Novosibirsk,Ilyushin IL-12,CCCP-L1365, 30 086,29,24,5,29,24.0,5.0,0,"Crashed in fog while attempting to land. Crew error, landing in conditions below minimums.",82.8963831,54.9832693,Krasnoyarsk-Novosibirsk,56.01528339999999,92.8932476,54.9832693,82.8963831
1473,1954-10-24,17:50:00,"Near Nice, Italy",Military - U.S. Air Force,,Rome - Lyons,Douglas C-47A-DL,43-16044,20510,21,18,3,21,18.0,3.0,0,"Crashed in the Alps, 25 miles northeast of Nice, on the French/Italian border while en route. The instrument flight plan the pilot filed indicated a cruising height that was lower than the authorized minimum altitude required to clear the mountains.",12.56738,41.87194,Rome-Lyons,41.9027835,12.4963655,40.2247075,-105.271378
1474,1954-10-28,00:10:00," Krasnoyarsk Territory, Russia",Aeroflot,136,Krasnoyarsk - Irkutsk,Ilyushin IL -12, CCCP-L1789,93013206,16,13,3,16,13.0,3.0,0,Hit the east slope of Mt Sivukha  located 30 km from the Mana River in strong winds while en route. Crew error.,95.11041759999999,64.24797579999999,Krasnoyarsk-Irkutsk,56.01528339999999,92.8932476,52.2854834,104.2890222
1475,1954-10-30,01:00:00,"Off Ocean City, Maryland",Military - U.S. Navy,57,"Patuxent River NAS - Kenitra, Morocco",Lockheed R7V-1,128441,4108,42,21,21,42,21.0,21.0,0,"The aircraft disappeared approximately 300 miles east of Ocean City, Maryland and no trace of the wreckage or bodies was ever found.",-75.0849058,38.3365032,"Patuxent River NAS-Kenitra, Morocco",38.2746047,-76.4458172,34.2540503,-6.5890166
1476,1954-10-31,15:10:00,"Mangalore, Australia",TAA,,Training,Vickers 720 Viscount,VH-TVA,44,8,0,8,3,0.0,3.0,0,"Crashed during takeoff. An error of judgement on the part of the pilot-in-command in that he took the aircraft into the air at a speed below the minimum control speed, following loss of directional control during the ground run.",145.1619235,-36.8978497, ,,,,
1477,1954-11-16,,"Jirishanga,Cerro de Pasco, Peru",TAM (Brazil),,Pucallpa - Lima,Douglas DC-3,FAP-403,0,24,21,3,24,21.0,3.0,0,Disappeared over the Andes while en route. Wreckage found 12/04/1954.,-76.26127629999999,-10.6776695,Pucallpa-Lima,-8.3928622,-74.5826166,-12.0463731,-77.042754
1478,1954-11-30,11:15:00,"Berlin, New Hampshire",Northeast Airlines,792,"Boston - Concord - Laconia - Berlin, NH",Douglas DC-3,N17891,11745,7,3,4,2,0.0,2.0,0,The aircraft crashed during an ILS approach to Berlin. Premature and unauthorized instrument descent to an altitude that did not permit terrain clearance.,-71.18507679999999,44.4686696,"Boston-Berlin, NH",42.3600825,-71.0588801,44.4686696,-71.18507679999999
1479,1954-12-04,,"Near Luang Pragang, Laos",Air Laos,,Luang Prabang - Nam Tha,Douglas DC-3,F-BEIA,19211,29,25,4,29,25.0,4.0,0,Crashed in the jungle about 30 km north of Luang Prabang on the company's first commercial flight.,102.1387166,19.883285,Luang Prabang-Nam Tha,19.883285,102.1387166,20.64193337333661,101.0269862068418
1480,1954-12-12,23:04:00,"Bratislava, Slovakia",CeskoslovenskÃ© Aerolinie,,Prague - Brno - Bratislava,Douglas C-47A,OK-WDK,12549,4,0,4,4,0.0,4.0,0,"Hit the ground while making an approach to land. It is believed that the Pitot tubes heater system was OFF at the time of the accident, which cause several instruments to display wrong parameters, such the altimeters and the speed indicators.",17.1077477,48.1485965,Prague-Bratislava,50.0755381,14.4378005,48.1485965,17.1077477
1481,1954-12-18,14:00:00,"New York, New York",Linee Aeree Italiane,451,Rome - New York City,Douglas DC-6B,I-LINE,44418/487,32,22,10,26,16.0,10.0,0,"The plane crashed into approach lights of the runway during the fourth landing attempt at Idlewild Airport, sinking into Jamaica  Bay. An erratic approach which resulted in a descent to an altitude too low to avoid striking the pier. A contributing factor was pilot fatigue due to the particular and difficult circumstances including two and one-half hours in a holding pattern.",-74.0059728,40.7127753,Rome-New York City,41.9027835,12.4963655,40.7127753,-74.0059728
1482,1954-12-18,,"Near Bolivar, Venezuela",Linea Aeropostal Venezolana,,Bolivar - Tumeremo,Douglas C-47A,YV-C-AMP,19292,2,0,2,2,0.0,2.0,0,The cargo plane crashed into a mountain while en route.,-63.580611,6.3585216,Bolivar-Tumeremo,6.3585216,-63.580611,7.299622599999999,-61.50776450000001
1483,1954-12-22,23:00:00,"Pittsburgh, Pennsylvania",Johnson Flying Service,4844-C,Newark - Pittsburgh - Colorado Springs,Douglas DC-3,N24320,20197,28,23,5,10,9.0,1.0,0,Ditched into the Monongahela River after running out of fuel. Inadequate flight planning. Contributing factors were inadequate crew supervision and training.,-79.9958864,40.44062479999999,Newark-Colorado Springs,40.735657,-74.1723667,38.8338816,-104.8213634
1484,1954-12-25,,"Prestwick, Ayrshire, Scotland",British Overseas Airways,,London - Prestwick - Shannon - Gander - New York,Boeing B377-10-28 Stratocruiser,G-ALSA,15943,36,25,11,28,24.0,4.0,0,"Crashed short of the runway, landing hard. Pilot error. Errors of judgement on the part of the captain in starting his final approach to land at too steep an angle and flaring out too late and too severely with the result that the aircraft sank and hit the ground short of the runway.",-4.6142139,55.495587,London-New York,51.5072178,-0.1275862,40.7127753,-74.0059728
1485,1954-12-31,,"Irkutsk, Russia",Aeroflot,,Beijing- Irkutsk - Tashkent - Nicosia,Ilyushin II-14,,0,17,14,3,17,14.0,3.0,0,Crashed shortly after takeoff from Irkutsk-Magan Airport.,104.2890222,52.2854834,Beijing- Irkutsk-Nicosia,39.904211,116.407395,52.2854834,104.2890222
1486,1955-01-01,,"Near Anchorage, Alaska",Military - US Air Force,,Anchorage - Nome,Douglas C47,,0,12,0,0,12,0.0,0.0,0,The pilot turned back to make an emergency landing at Skwentna Airport but hit a ridge a mile short of the runway.,-149.8996785,61.2175758,Anchorage-Nome,61.2175758,-149.8996785,,
1487,1955-01-11,21:00:00,"Off Skellings, Ireland",Military -Royal Air Force,, ,Avro Shackleton M-2 / Avro Shakleton M-2,WG531 / Wl743,0,18,0,0,18,0.0,0.0,0,Disappeared while on a training mission. Two planes collided in midair.,-10.5246318911784,51.77495783779889, ,,,,
1488,1955-01-12,09:05:00,"Greater Cincinnati Airport, Covington, Kentucky",Trans World Airlines / Castleton Inc.,,Cincinnati - Cleveland,Martin 202A / DC-3,N93211/N999B,14081 / 4255,15,10,5,15,10.0,5.0,0,"Midair collision at 700-900 feet. The DC-3 entered the airport's control space without clearance or communication with the tower. Thirteen killed on the Martin, two crew on the DC-3.",-84.66728049999999,39.0508279,Cincinnati-Cleveland,39.1031182,-84.5120196,41.49932,-81.6943605
